name,style,score,brewer,abv,link,note,category
The Hollow,Scotch Ale / Wee Heavy,,Kent Falls Brewing Company,9.5,https://www.beeradvocate.com/beer/profile/33119/481438/,No score yet,Ale
Cloud Sourced,New England IPA,,Two Roads Brewing Company,6.5,http://www.beeradvocate.com/search/?q=Cloud+Sourced&qt=beer,No score yet,IPA
"Knuckles, Bats And H'made Tats",?,,Dogfish Head Craft Brewery,?,none,couldn't find BeerAdvocate page,Other
The Perfect Disguise,?,,Dogfish Head Craft Brewery,?,none,couldn't find BeerAdvocate page,Other
Pineapple Pop Ipa,?,,J Wakefield Brewing,?,none,couldn't find BeerAdvocate page,Other
Reef Donkey Apa,?,,Tampa Bay Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Coffee Dino Smores,?,,Off Color Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Patio Cat,?,,Upland Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Petal To The Kettle,?,,Upland Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Kentucky Bourbon Ale,American Wild Ale,,Alltech\'s Lexington Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/35633/337317/,No score yet,Ale
Vanilla Barrel Cream Ale -12oz,?,,Alltech\'s Lexington Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Abita Amber Lager,?,,Abita Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Fox Leap- 375ml,?,,Allagash Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Nowaday,Belgian Pale Ale,,Allagash Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/4/483240/,No score yet,Ale
Bombtrack Double Ipa,?,,Austin Street Brewery,?,none,couldn't find BeerAdvocate page,Other
Marquee Moon,American Imperial IPA,,Austin Street Brewery,9.6,https://www.beeradvocate.com/beer/profile/45496/333465/,No score yet,IPA
Rally Session Ipa,?,,Austin Street Brewery,?,none,couldn't find BeerAdvocate page,Other
Veridian Ipa,?,,Banded Brewing,?,none,couldn't find BeerAdvocate page,Other
Flume Double Ipa,?,,Battery Steele Brewing,?,none,couldn't find BeerAdvocate page,Other
Nitro Oatmeal Stout,English Oatmeal Stout,,Bunker Brewing Co,5.5,https://www.beeradvocate.com/beer/profile/41566/304457/,No score yet,Stout
Fore River Kolsch,?,,Fore River Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Grawlix,American IPA,,Foulmouthed Brewing,6.4,http://www.beeradvocate.com/search/?q=Grawlix&qt=beer,No score yet,IPA
Knightvillain,?,,Foulmouthed Brewing,?,none,couldn't find BeerAdvocate page,Other
Raspberry's My Jam,?,,Foundation Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Oh-j Double Ipa,?,,Lone Pine Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Lunch Ipa,?,,Maine Beer Company,?,none,couldn't find BeerAdvocate page,Other
Peeper Ale,?,,Maine Beer Company,?,none,couldn't find BeerAdvocate page,Other
Thank You 2020,American IPA,,Maine Beer Company,6.2,http://www.beeradvocate.com/search/?q=Thank+You+2020&qt=beer,No score yet,IPA
A Beer Named Duck,?,,Mast Landing Brewing Company,?,none,couldn't find BeerAdvocate page,Other
All The Way Up,?,,Mast Landing Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Gunner's Daughter,?,,Mast Landing Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Cherry Cletus,American Wild Ale,,Oxbow Brewing Company,8.0,http://www.beeradvocate.com/search/?q=Cherry+Cletus&qt=beer,No score yet,Ale
Magenta,Belgian Saison,,Oxbow Brewing Company,7.5,https://www.beeradvocate.com/beer/profile/26439/366544/,No score yet,Other
Principesca,Belgian Saison,,Oxbow Brewing Company,6.5,http://www.beeradvocate.com/search/?q=Principesca&qt=beer,No score yet,Other
Sea Worthy- 16oz Can,?,,Oxbow Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Sweet Tarts Raspberry,?,,Peak Organic Brewing Company,?,none,couldn't find BeerAdvocate page,Other
All Together,New England IPA,,Rising Tide Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/26817/477963/,No score yet,IPA
Cortés & His Men,?,,Aslin Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Summer Rye,Rye Beer,,,5.0,https://www.beeradvocate.com/beer/profile/73/243636/,No score yet,Other
Shear Hoppiness,New England IPA,,\'1\' North Ale Company,6.4,http://www.beeradvocate.com/search/?q=Shear+Hoppiness&qt=beer,No score yet,IPA
Ice Bucket Pale,?,,1 North Ale Company,?,none,couldn't find BeerAdvocate page,Other
Lola's Saison,?,,Abandoned Building Brewery,?,none,couldn't find BeerAdvocate page,Other
A Year With Dr Nandu -16oz Can,?,,Aeronaut Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Cirrocumulus,American Imperial Stout,,Aeronaut Brewing Company,9.7,http://www.beeradvocate.com/search/?q=Cirrocumulus&qt=beer,No score yet,Stout
Into The (citra) Galaxy,?,,Aeronaut Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Sister Alva,Belgian Pale Ale,,Aeronaut Brewing Company,6.0,http://www.beeradvocate.com/search/?q=Sister+Alva&qt=beer,No score yet,Ale
Bevvy Brown Ale,?,,Barewolf Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Gold Soundz,American IPA,,Barewolf Brewing Company,6.9,https://www.beeradvocate.com/beer/profile/46207/241630/,No score yet,IPA
Smoke Wheat Everyday,Smoke Beer,,Barewolf Brewing Company,4.3,https://www.beeradvocate.com/beer/profile/35363/135180/,No score yet,Other
That's That,?,,Barewolf Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Berkley Coffee Porter,?,,Berkley Beer Company,?,none,couldn't find BeerAdvocate page,Other
Berkley Pale Ale,?,,Berkley Beer Company,?,none,couldn't find BeerAdvocate page,Other
Busker Pils,?,,Berkshire Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Slue's Maibock,?,,Berkshire Brewing Company,?,none,couldn't find BeerAdvocate page,Other
El Pulpo,American Imperial Stout,,Bone Up Brewing Company,8.0,https://www.beeradvocate.com/beer/profile/43128/209688/,No score yet,Stout
Everything Is Peachy,Belgian Saison,,Bone Up Brewing Company,5.4,https://www.beeradvocate.com/beer/profile/57948/450334/,No score yet,Other
Henrietta Hibiscus Farmhouse,?,,Bone Up Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Wasted Life Ipa,?,,Bone Up Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Fenway Faithful Ipa,American IPA,,Boston Beer Company,4.7,https://www.beeradvocate.com/beer/profile/35/479553/,No score yet,IPA
Sam '76,?,,Boston Beer Company,?,none,couldn't find BeerAdvocate page,Other
Flower Child Ipa,?,,Cambridge Brewing Company,?,none,couldn't find BeerAdvocate page,Other
B-boy Stance,?,,Canned Heat Craft Beer Company,?,none,couldn't find BeerAdvocate page,Other
What Up Homeboy,?,,Canned Heat Craft Beer Company,?,none,couldn't find BeerAdvocate page,Other
Whale's Tale,?,,Cisco Brewers,?,none,couldn't find BeerAdvocate page,Other
Lil' Crispy,?,,Clown Shoes Beer,?,none,couldn't find BeerAdvocate page,Other
Mango Merican Kolsch -12oz Can,?,,Clown Shoes Beer,?,none,couldn't find BeerAdvocate page,Other
Handline Kolsch,?,,Devil\'s Purse Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Shore Laddie,?,,Devil\'s Purse Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Leitmotif: All The Barry's,?,,Exhibit \'a\' Brewing Company,?,none,couldn't find BeerAdvocate page,Other
To-go Cup,?,,Exhibit \'a\' Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Atlantis Will Prevail,?,,Fab,?,none,couldn't find BeerAdvocate page,Other
Citra Squid,American IPA,,Fab,7.5,http://www.beeradvocate.com/search/?q=Citra+Squid&qt=beer,No score yet,IPA
Fab 100,?,,Fab,?,none,couldn't find BeerAdvocate page,Other
Pilsner 4 Peace,German Pilsner,,Fab,5.0,https://www.beeradvocate.com/beer/profile/45045/471456/,No score yet,Other
Farmer's Fresh,?,,Fort Hill Brewery,?,none,couldn't find BeerAdvocate page,Other
Speed Wolf,American Stout,,Four Phantoms Brewing Company,7.0,http://www.beeradvocate.com/search/?q=Speed+Wolf&qt=beer,No score yet,Stout
Thaw,Belgian Saison,,Four Phatoms Brewing Company,7.5,https://www.beeradvocate.com/beer/profile/32722/275190/,No score yet,Other
Dragonweisse,?,,Harpoon Brewery,?,none,couldn't find BeerAdvocate page,Other
Ufo Georgia Peach,?,,Harpoon Brewery,?,none,couldn't find BeerAdvocate page,Other
Ufo White,?,,Harpoon Brewery,?,none,couldn't find BeerAdvocate page,Other
Bluma,German Maibock,,Idle Hands Craft Ales,6.5,http://www.beeradvocate.com/search/?q=Bluma&qt=beer,No score yet,Other
Edgeworth,American Lager,,Idle Hands Craft Ales,4.8,http://www.beeradvocate.com/search/?q=Edgeworth&qt=beer,No score yet,Lager
Essential Premium Lager,?,,Idle Hands Craft Ales,?,none,couldn't find BeerAdvocate page,Other
Kill Your Idles: Tiki,Fruit and Field Beer,,Idle Hands Craft Ales,5.6,http://www.beeradvocate.com/search/?q=Kill+Your+Idles:+Tiki&qt=beer,No score yet,Other
Kill Your Idols Spring Flowers,?,,Idle Hands Craft Ales,?,none,couldn't find BeerAdvocate page,Other
Time Enough At Last,?,,Idle Hands Craft Ales,?,none,couldn't find BeerAdvocate page,Other
Zeroth,American Wild Ale,,Idle Hands Craft Ales,5.2,https://www.beeradvocate.com/beer/profile/24802/415090/,No score yet,Ale
Post Shift Lager,?,,Jack\'s Abby Craft Lagers,?,none,couldn't find BeerAdvocate page,Other
Blame It On My Juice: Cranberr,?,,Lamplighter Brewing Company,?,none,couldn't find BeerAdvocate page,Other
From Copenhagen With Love,?,,Lamplighter Brewing Company,?,none,couldn't find BeerAdvocate page,Other
617 Title Town,?,,Lord Hobo Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Boom Sauce,?,,Lord Hobo Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Freddie Gose,?,,Lord Hobo Brewing Company,?,none,couldn't find BeerAdvocate page,Other
400 Double Ipa,?,,Mayflower Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Love & Wrestling,?,,Mayflower Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Ottobahn,?,,Mayflower Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Guavaland,American Wild Ale,,Mighty Squirrel Brewing Co,8.0,http://www.beeradvocate.com/search/?q=Guavaland&qt=beer,No score yet,Ale
Mango Lassi,American IPA,,Mighty Squirrel Brewing Company,7.0,https://www.beeradvocate.com/beer/profile/41562/377468/,No score yet,IPA
Cordial Weisse,Berliner Weisse,,Night Shift Brewing Company,6.6,http://www.beeradvocate.com/search/?q=Cordial+Weisse&qt=beer,No score yet,Sour
Fluffinity,New England IPA,,Night Shift Brewing Company,7.0,http://www.beeradvocate.com/search/?q=Fluffinity&qt=beer,No score yet,IPA
Lager Lounge,American Lager,,Night Shift Brewing Company,4.8,https://www.beeradvocate.com/beer/profile/37139/483747/,No score yet,Lager
Nite Heavy,American Lager,,Night Shift Brewing Company,5.0,http://www.beeradvocate.com/search/?q=Nite+Heavy&qt=beer,No score yet,Lager
Pomegranite State,Fruit and Field Beer,,Night Shift Brewing Company,6.4,http://www.beeradvocate.com/search/?q=Pomegranite+State&qt=beer,No score yet,Other
Ransom Note,American Barleywine,,Night Shift Brewing Company,10.2,https://www.beeradvocate.com/beer/profile/39308/282940/,No score yet,Other
Sombra,American Wild Ale,,Night Shift Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/30581/402627/,No score yet,Ale
Left Of The Dial Ipa,?,,Notch Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Notch Session Pils,?,,Notch Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Zwickle Beer,?,,Notch Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Melon Mania,?,,Opa Opa Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Somewhere Over There,?,,Shire Breu-hous,?,none,couldn't find BeerAdvocate page,Other
Flyaway Ipa,?,,Shovel Town Brewery,?,none,couldn't find BeerAdvocate page,Other
Twine Cutter,American Pale Ale (APA),,Shovel Town Brewery,6.2,http://www.beeradvocate.com/search/?q=Twine+Cutter&qt=beer,No score yet,Ale
Night Windows,American Porter,,Small Change Beer Company,6.3,http://www.beeradvocate.com/search/?q=Night+Windows&qt=beer,No score yet,Other
The Future Is Unwritten,?,,Small Change Beer Company,?,none,couldn't find BeerAdvocate page,Other
Whatever's Cool With Me,?,,Small Change Beer Company,?,none,couldn't find BeerAdvocate page,Other
Back Pocket Beer,?,,Springdale Beer Company,?,none,couldn't find BeerAdvocate page,Other
Airwaves,American Imperial Pilsner,,Stellwagen Beer Company,7.1,https://www.beeradvocate.com/beer/profile/68/236301/,No score yet,Other
Cymbals Pale Ale,?,,Stellwagen Beer Company,?,none,couldn't find BeerAdvocate page,Other
Distant Wind,American Porter,,Stellwagen Beer Company,5.6,http://www.beeradvocate.com/search/?q=Distant+Wind&qt=beer,No score yet,Other
Not Sorry,English Sweet / Milk Stout,,Stellwagen Beer Company,6.9,https://www.beeradvocate.com/beer/profile/53837/462115/,No score yet,Stout
Whale Watcher,American IPA,,Stellwagen Beer Company,4.5,https://www.beeradvocate.com/beer/profile/53837/394523/,No score yet,IPA
The People's Pilsner,?,,The People\'s Pint,?,none,couldn't find BeerAdvocate page,Other
Fruit Series: Peach Saison,?,,The Spencer Brewery,?,none,couldn't find BeerAdvocate page,Other
Bell's Porter,?,,Bell\'s Brewery,?,none,couldn't find BeerAdvocate page,Other
Lager Of The Lakes,?,,Bell\'s Brewery,?,none,couldn't find BeerAdvocate page,Other
Official,American Blonde Ale,,Bell\'s Brewery,4.8,https://www.beeradvocate.com/beer/profile/42543/192510/,No score yet,Ale
Más Agave,?,,Founders Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Mas Agave Grapefruit,?,,Founders Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Unraveled Ipa,?,,Founders Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Co-operation Ale,?,,Jolly Pumpkin Artisan Ales,?,none,couldn't find BeerAdvocate page,Other
Dragon's Milk,?,,New Holland Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Rvp Vanilla Porter,?,,Great North Aleworks,?,none,couldn't find BeerAdvocate page,Other
Brown Owl,English Extra Special / Strong Bitter (ESB),,Northwoods Brewing Company,5.6,https://www.beeradvocate.com/beer/profile/54955/462461/,No score yet,Other
Fork Knife,Belgian Saison,,Northwoods Brewing Company,4.2,https://www.beeradvocate.com/beer/profile/54955/474513/,No score yet,Other
Mac & Margie,?,,Northwoods Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Tall Tall Trees: Volumne 4,?,,Northwoods Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Adem,?,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page,Other
Alexandr '10,?,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page,Other
Eratus,?,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page,Other
Paulus,German Helles,,Schilling Beer Company,4.7,https://www.beeradvocate.com/beer/profile/32906/142860/,No score yet,Other
Poppy's Moonship: Blackberries,?,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page,Other
Resilience: Geppetto,?,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page,Other
Blueberry Thrill Sour,?,,Smuttynose Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Vunderbar Pilsner,?,,Smuttynose Brewing Company,?,none,couldn't find BeerAdvocate page,Other
B.D.G. Table Ale,?,,Carton Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Monkey Chased The Weasel,?,,Carton Brewing Company,?,none,couldn't find BeerAdvocate page,Other
The Hook,?,,Carton Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Beach Session Ale,German Pilsner,,Carton Brewing Compnay,?,https://www.beeradvocate.com/beer/profile/1337/30835/,No score yet,Other
Power Moves,American Pale Ale (APA),,Magnify Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/42560/337395/,No score yet,Ale
Apripeche,American Pale Wheat Ale,,Brewery Ommegang,6.3,https://www.beeradvocate.com/beer/profile/42/478389/,No score yet,Ale
Ommegang Witte,?,,Brewery Ommegang,?,none,couldn't find BeerAdvocate page,Other
Brooklyn Pilsner,German Pilsner,,Brooklyn Brewery,4.0,https://www.beeradvocate.com/beer/profile/45/40162/,No score yet,Other
Crispy Morning,Bohemian Pilsener,,Finback Brewery,5.2,http://www.beeradvocate.com/search/?q=Crispy+Morning&qt=beer,No score yet,Other
Orange Cream Crush,New England IPA,,Finback Brewery,8.0,http://www.beeradvocate.com/search/?q=Orange+Cream+Crush&qt=beer,No score yet,IPA
18-watt,?,,Singlecut Beersmiths,?,none,couldn't find BeerAdvocate page,Other
Charlie's Good Tonight,?,,Singlecut Beersmiths,?,none,couldn't find BeerAdvocate page,Other
Kim,American Amber / Red Ale,,Singlecut Beersmiths,8.7,https://www.beeradvocate.com/beer/profile/28091/162012/,No score yet,Ale
Tdh Shoegazer,?,,Singlecut Beersmiths,?,none,couldn't find BeerAdvocate page,Other
Working Man's Cut,?,,Singlecut Beersmiths,?,none,couldn't find BeerAdvocate page,Other
Super Baja Jammer,Leipzig Gose,,Sixpoint Brewery,8.0,http://www.beeradvocate.com/search/?q=Super+Baja+Jammer&qt=beer,No score yet,Sour
Black Ops,Russian Imperial Stout,,The Brooklyn Brewery,7.5,https://www.beeradvocate.com/beer/profile/282/66171/,No score yet,Stout
Brooklyn Brown,American Brown Ale,,The Brooklyn Brewery,6.0,https://www.beeradvocate.com/beer/profile/45/72272/,No score yet,Ale
Brooklyn Lager,Vienna Lager,,The Brooklyn Brewery,3.5,https://www.beeradvocate.com/beer/profile/45/409197/,No score yet,Lager
Rose De Ville,?,,The Brooklyn Brewery,?,none,couldn't find BeerAdvocate page,Other
The Stonewall Inn Ipa,?,,The Brooklyn Brewery,?,none,couldn't find BeerAdvocate page,Other
Total Request,American Imperial IPA,,The Brooklyn Brewery,7.5,http://www.beeradvocate.com/search/?q=Total+Request&qt=beer,No score yet,IPA
Arbiter Of Fun,American Wild Ale,,Three Brewing,4.9,https://www.beeradvocate.com/beer/profile/37460/295941/,No score yet,Ale
Bba El Paraiso,?,,Wicked Weed Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Garcon De Ferme,?,,Wicked Weed Brewing Company,?,none,couldn't find BeerAdvocate page,Other
The Gadget,?,,Urban Artifact Brewing,?,none,couldn't find BeerAdvocate page,Other
Ageless Fire,New England IPA,,Trve Brewing Company,5.7,http://www.beeradvocate.com/search/?q=Ageless+Fire&qt=beer,No score yet,IPA
Chocolate Stout Nitro,American Stout,,Rogue Ales,5.8,https://www.beeradvocate.com/beer/profile/132/469224/,No score yet,Stout
Hanging Gardens,American IPA,,Brewgentlemen,6.8,https://www.beeradvocate.com/beer/profile/44253/346940/,No score yet,IPA
Queen Of The Yellow Dolls,?,,Strange Roots Experimental Ales,?,none,couldn't find BeerAdvocate page,Other
Dreamweaver,American Imperial IPA,,Troegs Brewing Company,9.5,https://www.beeradvocate.com/beer/profile/32810/111531/,No score yet,IPA
Wisdom's Hour,?,,Victory Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Del's Shandy,?,,Narragansett,?,none,couldn't find BeerAdvocate page,Other
Derivative | Waimea,?,,Proclamation Ale Company,?,none,couldn't find BeerAdvocate page,Other
Tendril Ipa,?,,Proclamation Ale Company,?,none,couldn't find BeerAdvocate page,Other
Rise Apa,American Pale Ale (APA),,Whalers Brewing Company,6.0,https://www.beeradvocate.com/beer/profile/47527/312170/,No score yet,Ale
Yacht Party,American Lager,,Charles Towne Fermentory,4.2,https://www.beeradvocate.com/beer/profile/46757/398640/,No score yet,Lager
Directions To See A Ghost,American Black Ale,,Burlington Beer Company,6.8,https://www.beeradvocate.com/beer/profile/55604/403852/,No score yet,Ale
Incantations (2020),?,,Burlington Beer Company,?,none,couldn't find BeerAdvocate page,Other
Mahogany & Tweed,?,,Burlington Beer Company,?,none,couldn't find BeerAdvocate page,Other
Reflected Symmetry,?,,Burlington Beer Company,?,none,couldn't find BeerAdvocate page,Other
Seances & Sacrifices,?,,Burlington Beer Company,?,none,couldn't find BeerAdvocate page,Other
Time Of The Chimpanzee,?,,Burlington Beer Company,?,none,couldn't find BeerAdvocate page,Other
Shush Ipa,?,,Frost Beer Works,?,none,couldn't find BeerAdvocate page,Other
Party Jam Blueberry,?,,Hermit Thrush Brewery,?,none,couldn't find BeerAdvocate page,Other
Party Jam Plum,American Wild Ale,,Hermit Thrush Brewery,5.9,http://www.beeradvocate.com/search/?q=Party+Jam+Plum&qt=beer,No score yet,Ale
Party Jam Strawberry,American Wild Ale,,Hermit Thrush Brewery,5.9,https://www.beeradvocate.com/beer/profile/37303/459618/,No score yet,Ale
Lawson's Scrag Mountain Pils,?,,Lawson\'s Finest Liquids,?,none,couldn't find BeerAdvocate page,Other
Lawson's Sip Of Sunshine,?,,Lawson\'s Finest Liquids,?,none,couldn't find BeerAdvocate page,Other
Lawson's Super Session Series,?,,Lawson\'s Finest Liquids,?,none,couldn't find BeerAdvocate page,Other
Lost Nation Mosaic- 16oz Can,?,,Lost Nation Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Rutland Red,American Amber / Red Ale,,Rutland Beerworks,5.0,https://www.beeradvocate.com/beer/profile/52065/424950/,No score yet,Ale
Vertigo Double Ipa,?,,Rutland Beerworks,?,none,couldn't find BeerAdvocate page,Other
Karsten Lager,?,,Switchback Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Bobolink,Japanese Rice Lager,,Zero Gravity Craft Brewery,3.5,https://www.beeradvocate.com/beer/profile/28820/440747/,No score yet,Lager
Cone Head,American Imperial IPA,,Zero Gravity Craft Brewery,8.5,https://www.beeradvocate.com/beer/profile/45235/483078/,No score yet,IPA
Funkytown,American Wild Ale,,Zero Gravity Craft Brewery,5.9,https://www.beeradvocate.com/beer/profile/9784/328516/,No score yet,Ale
True Ginger Beer,?,,Halyard Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Volcanic Juice,?,,Halyard Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Les Chalmeurs,American Wild Ale,,E9 Brewing Company,6.3,http://www.beeradvocate.com/search/?q=Les+Chalmeurs&qt=beer,No score yet,Ale
Cliffbreaks Blend 19,?,,Snowdrift Cider Company,?,none,couldn't find BeerAdvocate page,Other
In The Icebox,?,,Three Magnets Brewing Company,?,none,couldn't find BeerAdvocate page,Other
Mudpuppy Porter,?,,Central Waters Brewing Company,?,none,couldn't find BeerAdvocate page,Other
